Text;Tokenization;Normalization;Stop_Removal;Tweet_Stemmed;sentimen
in semoga tetangga gw memaklumi kegilaan gw trhdap cewe kpop;[in, semoga, tetangga, gw, memaklumi, kegilaan, gw, trhdap, cewe, kpop];[ini, semoga, tetangga, gue, memaklumi, kegilaan, gue, terhadap, cewek, kpop];[semoga, tetangga, gue, memaklumi, kegilaan, gue, terhadap, cewek, kpop];[moga, tetangga, gue, maklum, gila, gue, terhadap, cewek, kpop];positif
tp ak juga suka kpop;[tp, ak, juga, suka, kpop];[tapi, aku, juga, suka, kpop];[suka, kpop];[suka, kpop];positif
oh iya jelas tp menurutku itu kasusnya agak beda sih karena kan big kpop companies udh ada relasi sm promotor lokal krn grup agensi tsb sering konser di indo jd lebih mudah dealankoordinasi dll nya untuk konser di indo;[oh, iya, jelas, tp, menurutku, itu, kasusnya, agak, beda, sih, karena, kan, big, kpop, companies, udh, ada, relasi, sm, promotor, lokal, krn, grup, agensi, tsb, sering, konser, di, indo, jd, lebih, mudah, dealankoordinasi, dll, nya, untuk, konser, di, indo];[oh, iya, jelas, tapi, menurutku, itu, kasusnya, agak, beda, sih, karena, kan, big, kpop, companies, sudah, ada, relasi, sama, promotor, lokal, karena, grup, agensi, tersebut, sering, konser, di, indonesia, jadi, lebih, mudah, dealankoordinasi, dll, nya, untuk, konser, di, indonesia];[oh, iya, menurutku, kasusnya, beda, sih, big, kpop, companies, relasi, promotor, lokal, grup, agensi, konser, indonesia, mudah, dealankoordinasi, konser, indonesia];[oh, iya, turut, kasus, beda, sih, big, kpop, companies, relasi, promotor, lokal, grup, agens, konser, indonesia, mudah, dealankoordinasi, konser, indonesia];positif
mff yh cwk kpop ku byk blm lgi cwk fiksi ditambah cwk gepeng;[mff, yh, cwk, kpop, ku, byk, blm, lgi, cwk, fiksi, ditambah, cwk, gepeng];[maaf, iya, cwk, kpop, aku, banyak, belum, lagi, cwk, fiksi, ditambah, cwk, gepeng];[maaf, iya, cwk, kpop, cwk, fiksi, ditambah, cwk, gepeng];[maaf, iya, cwk, kpop, cwk, fiksi, tambah, cwk, gepeng];positif
itu kpop apa woy kok pake jelbab owkwowwkowok;[itu, kpop, apa, woy, kok, pake, jelbab, owkwowwkowok];[itu, kpop, apa, woy, kok, pakai, jelbab, owkwowwkowok];[kpop, woy, pakai, jelbab];[kpop, woy, pakai, jelbab];netral
inget ya kpop target kampanye anak mudanya banyak jangan mau di cuci otaknya jadi ayok rnb;[inget, ya, kpop, target, kampanye, anak, mudanya, banyak, jangan, mau, di, cuci, otaknya, jadi, ayok, rnb];[ingat, iya, kpop, target, kampanye, anak, mudanya, banyak, jangan, mau, di, cuci, otaknya, jadi, ayo, rnb];[iya, kpop, target, kampanye, anak, mudanya, cuci, otaknya, ayo];[iya, kpop, target, kampanye, anak, muda, cuci, otak, ayo];negatif
nangiss bgt roc tuh udh kaya bigbang di dunia kpop kalo buat guaa yg tdnya gua kira bakal mustahil bgtt konser di indo meskipun pernah postponed wktu itu;[nangiss, bgt, roc, tuh, udh, kaya, bigbang, di, dunia, kpop, kalo, buat, guaa, yg, tdnya, gua, kira, bakal, mustahil, bgtt, konser, di, indo, meskipun, pernah, postponed, wktu, itu];[menangis, banget, roc, tuh, sudah, kayak, bigbang, di, dunia, kpop, kalo, buat, gue, yang, tadinya, gue, kira, bakal, mustahil, banget, konser, di, indonesia, meskipun, pernah, postponed, waktu, itu];[menangis, banget, roc, kayak, bigbang, dunia, kpop, kalo, gue, gue, mustahil, banget, konser, indonesia, postponed];[nangis, banget, roc, kayak, bigbang, dunia, kpop, kalo, gue, gue, mustahil, banget, konser, indonesia, postponed];negatif
ga ada duit ga ada duit tapi klo soal pc cwo kpop selalu ada;[ga, ada, duit, ga, ada, duit, tapi, klo, soal, pc, cwo, kpop, selalu, ada];[tidak, ada, duit, enggak, ada, duit, tapi, kalo, soal, photocard, cowok, kpop, selalu, ada];[tidak, duit, duit, kalo, photocard, cowok, kpop];[tidak, duit, duit, kalo, photocard, cowok, kpop];positif
akun ini isinya ngeluh bucin reza bucin marc bucin cowo kpop nyari info;[akun, ini, isinya, ngeluh, bucin, reza, bucin, marc, bucin, cowo, kpop, nyari, info];[akun, ini, isinya, ngeluh, bucin, reza, bucin, marc, bucin, cowok, kpop, mencari, info];[akun, isinya, ngeluh, bucin, reza, bucin, marc, bucin, cowok, kpop, mencari, info];[akun, isinya, ngeluh, bucin, reza, bucin, marc, bucin, cowok, kpop, cari, info];negatif
temen gue pada pamer cowonya di sg gue pamer cowo kpop;[temen, gue, pada, pamer, cowonya, di, sg, gue, pamer, cowo, kpop];[teman, gue, pada, pamer, cowonya, di, sg, gue, pamer, cowok, kpop];[teman, gue, pamer, cowonya, sg, gue, pamer, cowok, kpop];[teman, gue, pamer, cowonya, sg, gue, pamer, cowok, kpop];positif
eh sumpah yaaa candu bgt baca au even aku gatau visualnya siapa karna bukan kpop tp gpp;[eh, sumpah, yaaa, candu, bgt, baca, au, even, aku, gatau, visualnya, siapa, karna, bukan, kpop, tp, gpp];[eh, sumpah, iya, candu, banget, baca, au, even, aku, enggak tau, visualnya, siapa, karena, bukan, kpop, tapi, enggak apa-apa];[sumpah, iya, candu, banget, baca, au, even, enggak tau, visualnya, kpop, enggak apa-apa];[sumpah, iya, candu, banget, baca, au, even, enggak tau, visual, kpop, enggak apa];positif
thiiiisss barrkkkjsksksk kenapa kl buat kpop duit gue ngalir ada aja darimana;[thiiiisss, barrkkkjsksksk, kenapa, kl, buat, kpop, duit, gue, ngalir, ada, aja, darimana];[this, barrkkkjsksksk, kenapa, kalau, buat, kpop, duit, gue, mengalir, ada, saja, darimana];[this, kpop, duit, gue, mengalir, darimana];[this, kpop, duit, gue, alir, darimana];positif
permisi grup kpop penguasa di daratan china mau lewat belum jam udh pecahkan rekor sana sini di china ini nih y;[permisi, grup, kpop, penguasa, di, daratan, china, mau, lewat, belum, jam, udh, pecahkan, rekor, sana, sini, di, china, ini, nih, y];[permisi, grup, kpop, penguasa, di, daratan, china, mau, lewat, belum, jam, sudah, pecahkan, rekor, sana, sini, di, china, ini, nih, iya];[permisi, grup, kpop, penguasa, daratan, china, lewat, belum, jam, pecahkan, rekor, china, iya];[permisi, grup, kpop, kuasa, darat, china, lewat, belum, jam, pecah, rekor, china, iya];netral
perbedaan pilih tanggal konser non kpop vs kpop;[perbedaan, pilih, tanggal, konser, non, kpop, vs, kpop];[perbedaan, pilih, tanggal, konser, non, kpop, vs, kpop];[perbedaan, pilih, tanggal, konser, non, kpop, vs, kpop];[beda, pilih, tanggal, konser, non, kpop, vs, kpop];netral
klo bisa punya lbh dri satu cowo kpop knp harus pilih satu;[klo, bisa, punya, lbh, dri, satu, cowo, kpop, knp, harus, pilih, satu];[kalo, bisa, punya, lebih, dari, satu, cowok, kpop, kenapa, harus, pilih, satu];[kalo, cowok, kpop, pilih];[kala, cowok, kpop, pilih];positif
lea cerita horor lagi nih di dorm mereka langsung muncul dong pocong kpop dikolom komen ngakak banget;[lea, cerita, horor, lagi, nih, di, dorm, mereka, langsung, muncul, dong, pocong, kpop, dikolom, komen, ngakak, banget];[lea, cerita, horor, lagi, nih, di, dorm, mereka, langsung, muncul, dong, pocong, kpop, dikolom, komen, ketawa, banget];[lea, cerita, horor, nih, dorm, langsung, muncul, pocong, kpop, dikolom, komen, ketawa, banget];[lea, cerita, horor, nih, dorm, langsung, muncul, pocong, kpop, kolom, komen, tawa, banget];positif
yang masih protes masalah header twiter all the kpop cukup ya guys;[yang, masih, protes, masalah, header, twiter, all, the, kpop, cukup, ya, guys];[yang, masih, protes, masalah, header, twiter, all, the, kpop, cukup, iya, teman];[protes, header, twiter, all, the, kpop, iya, teman];[protes, header, twiter, all, the, kpop, iya, teman];negatif
is it true atau aku yang gak notice kalo idol kpop gapernah atau jarang perform atau conce di china;[is, it, true, atau, aku, yang, gak, notice, kalo, idol, kpop, gapernah, atau, jarang, perform, atau, conce, di, china];[is, itu, true, atau, aku, yang, enggak, notice, kalo, idol, kpop, enggak pernah, atau, jarang, perform, atau, conce, di, china];[is, true, notice, kalo, idol, kpop, enggak pernah, jarang, perform, conce, china];[is, true, notice, kalo, idol, kpop, enggak pernah, jarang, perform, conce, china];netral
emang paling bener sama cowo kpop;[emang, paling, bener, sama, cowo, kpop];[memang, paling, benar, sama, cowok, kpop];[benar, cowok, kpop];[benar, cowok, kpop];positif
adanya cwo kpop;[adanya, cwo, kpop];[adanya, cowok, kpop];[cowok, kpop];[cowok, kpop];netral
casual listener ajaahh tp real aku ngikutin yg dari duluuu cuma treasure gak begitu ngikutin krn sempet sembuh kpop jd dulu masih masa recovery waktu ;[casual, listener, ajaahh, tp, real, aku, ngikutin, yg, dari, duluuu, cuma, treasure, gak, begitu, ngikutin, karena, sempet, sembuh, kpop, jd, dulu, masih, masa, recovery, waktu, ];[casual, listener, aja, tapi, real, aku, mengikuti, yang, dari, dulu, cuma, treasure, enggak, begitu, mengikuti, karena, pernah, sembuh, kpop, jadi, dulu, masih, masa, penyembuhan, waktu];[casual, listener, aja, real, mengikuti, treasure, mengikuti, pernah, sembuh, kpop, penyembuhan ];[casual, listener, aja, real, ikut, treasure, ikut, pernah, sembuh, kpop, sembuh ];positif
dari sd kelas atau sma awal addict banget dengan kpop pas zaman gen ngefansnya parah pol sampai beli album terus pas smp jatuh cinta dengan lovelyz tapi tak kenal beberapa lama kuliah kenal vienna boys choierus mulai mendalami boy;[dari, sd, kelas, atau, sma, awal, addict, banget, dengan, kpop, pas, zaman, gen, ngefansnya, parah, pol, sampai, beli, album, terus, pas, smp, jatuh, cinta, dengan, lovelyz, tapi, tak, kenal, beberapa, lama, kuliah, kenal, vienna, boys, choierus, mulai, mendalami, boy];[dari, sd, kelas, atau, sama, awal, addict, banget, dengan, kpop, pas, zaman, gen, ngefansnya, parah, pol, sampai, beli, album, terus, pas, sampai, jatuh, cinta, dengan, lovelyz, tapi, tak, kenal, beberapa, lama, kuliah, kenal, vienna, boys, choierus, mulai, mendalami, boy];[sd, kelas, atau, addict, banget, kpop, zaman, gen, ngefansnya, parah, pol, beli, album, pas, jatuh, cinta, lovelyz, kenal, kuliah, kenal, vienna, boys, choierus, mendalami, boy];[sd, kelas, atau, addict, banget, kpop, zaman, gen, ngefansnya, parah, pol, beli, album, pas, jatuh, cinta, lovelyz, kenal, kuliah, kenal, vienna, boys, choierus, dalam, boy];positif
crushless era tuh bikin aku lebih fokus ama diriku temen sama cowo kpop fiksi tanpa harus peduli atau khawatir gimana;[crushless, era, tuh, bikin, aku, lebih, fokus, ama, diriku, temen, sama, cowo, kpop, fiksi, tanpa, harus, peduli, atau, khawatir, gimana];[crushless, era, itu, membuat, aku, lebih, fokus, sama, diriku, teman, sama, cowok, kpop, fiksi, tanpa, harus, peduli, atau, khawatir, gimana];[crushless, era, itu, membuat, fokus, diriku, teman, cowok, kpop,fiksi, peduli, khawatir];[crushless, era, itu, buat, fokus, diri, teman, cowok, kpop, fiksi, peduli, khawatir];positif
aku tahun masih cari lagu kpop di warnet;[aku, tahun, masih, cari, lagu, kpop, di, warnet];[aku, tahun, masih, cari, lagu, kpop, di, warnet];[tahun, cari, lagu, kpop, warnet];[tahun, cari, lagu, kpop, warnet];positif
cari pacar cwo kpop harus nongkrong dimana ya;[cari, pacar, cwo, kpop, harus, nongkrong, dimana, ya];[cari, pacar, cowok, kpop, harus, nongkrong, dimana, iya];[cari, pacar, cowok, kpop, nongkrong, dimana, iya];[cari, pacar, cowok, kpop, nongkrong, mana, iya];positif
mau jadi pacarnya cowo kpop aja;[mau, jadi, pacarnya, cowo, kpop, aja];[mau, jadi, pacarnya, cowok, kpop, saja];[pacarnya, cowok, kpop];[pacar, cowok, kpop];positif
lagu kpop sekarang pada ngebit banget ya;[lagu, kpop, sekarang, pada, ngebit, banget, ya];[lagu, kpop, sekarang, pada, ngebit, banget, iya];[lagu, kpop, ngebit, banget, iya];[lagu, kpop, ngebit, banget, iya];positif
cwkpop buat mempringati debut tahun bts mulai dr namsan dan lotte wod tower jembatan banpo balai kota seoul;[cwkpop, buat, mempringati, debuttahun, bts, mulai, dr, namsan, dan, lotte, wod, tower, jembatan, banpo, balai, kota, seoul];[cwkpop, buat, memperingati, debut, tahun, bts, mulai, dari, namsan, dan, lotte, wod, tower, jembatan, banpo, balai, kota, seoul];[cwkpop, memperingati, debut, tahun, bts, namsan, lotte, wod, tower, jembatan, banpo, balai, kota, seoul];[cwkpop, ingat, debut, tahun, bts, namsan, lotte, wod, tower, jembatan, banpo, balai, kota, seoul];netral
kenapa orang orang suka kpop serius nanya;[kenapa, orang, orang, suka, kpop, serius, nanya];[kenapa, orang, orang, suka, kpop, serius, tanya];[orang, orang, suka, kpop, serius];[orang, orang, suka, kpop, serius];netral
gk keberatan gw agak berisik i tweet a lot about mlbb kdrama kpop and other random things plss colek w dong prenles bwgt;[gk, keberatan, gw, agak, berisik, i, tweet, a, lot, about, mlbb, kdrama, kpop, and, other, random, things, plss, colek, w, dong, prenles, bwgt];[enggak, keberatan, gue, agak, berisik, i, tweet, a, lot, about, mlbb, kdrama, kpop, and, other, random, things, plss, colek, gue, dong, prenles, bwgt];[keberatan, gue, berisik, i, tweet, a, lot, about, mlbb, kdrama, kpop, and, other, random, things, plss, colek, gue, prenles, bwgt];[berat, gue, berisik, i, tweet, a, lot, about, mlbb, kdrama, kpop, and, other, random, things, plss, colek, gue, prenles, bwgt];negatif
joki proposal event kpop buat cari medpa ada gak sebut fee yang bener bener bisa ya;[joki, proposal, event, kpop, buat, cari, medpa, ada, gak, sebut, fee, yang, bener, bener, bisa, ya];[joki, proposal, event, kpop, buat, cari, medpa, ada, enggak, sebut, fee, yang, benar, benar, bisa, iya];[joki, proposal, event, kpop, cari, medpa, fee, iya];[joki, proposal, event, kpop, cari, medpa, fee, iya];netral
akun kpop ayooo mutualan sama aku;[akun, kpop, ayooo, mutualan, sama, aku];[akun, kpop, ayo, mutualan, sama, aku];[akun, kpop, ayo, mutualan];[akun, kpop, ayo, mutualan];netral
gua kira kpop yg cantik cmn jennie winter ryujin taunya masi ada haerin bgst;[gua, kira, kpop, yg, cantik, cmn, jennie, winter, ryujin, taunya, masi, ada, haerin, bgst];[gue, kira, kpop, yang, cantik, hanya, jennie, winter, ryujin, taunya, masih, ada, haerin, bgst];[gue, kpop, cantik, hanya, jennie, winter, ryujin, taunya, haerin, bgst];[gue, kpop, cantik, hanya, jennie, winter, ryujin, tau, haerin, bgst];positif
baru tauuu pantesan kok bisa artis kpop kesana;[baru, tauuu, pantesan, kok, bisa, artis, kpop, kesana];[baru, tau, pantesan, kok, bisa, artis, kpop, kesana];[tau, pantesan, artis, kpop, kesana];[tau, pantesan, artis, kpop, kesana];netral
sekarang di dunia ini gada yang bisa dipercaya kecuali allah swt kemampuan diri sendiri dan cowo kpop;[sekarang, di, dunia, ini, gada, yang, bisa, dipercaya, kecuali, allah, swt, kemampuan, diri, sendiri, dan, cowo, kpop];[sekarang, di, dunia, ini, enggak ada, yang, bisa, dipercaya, kecuali, allah, swt, kemampuan, diri, sendiri, dan, cowok, kpop];[dunia, enggak ada, dipercaya, kecuali, allah, swt, kemampuan, cowok, kpop];[dunia, enggak ada, percaya, kecuali, allah, swt, kemampuan, cowok, kpop];positif
ye macam mana nak tahu kita mampu pergi conce bila balik dari conce kita still ada duit untuk survive atleast sebulan;[ye, macam, mana, nak, tahu, kita, mampu, pergi, conce, bila, balik, dari, conce, kita, still, ada, duit, untuk, survive, atleast, sebulan];[iya, macam, mana, nak, tau, kita, mampu, pergi, conce, bila, balik, dari, conce, kita, still, ada, duit, untuk, survive, atleast, sebulan];[iya, nak, pergi, conce, conce, still, duit, survive, atleast, sebulan];[iya, nak, pergi, conce, conce, still, duit, survive, atleast, bulan];netral
skrg kpop lg masa bside song pake mv kah;[skrg, kpop, lg, masa, bside, song, pake, mv, kah];[sekarang, kpop, lagi, masa, bside, song, pakai, mv, kah];[kpop, bside, song, pakai, mv, kah];[kpop, bside, song, pakai, mv, kah];netral
dunia hiburan kpop kembali berduka aktris park soo ryun meninggal dunia hari ini di usia tahun;[dunia, hiburan, kpop, kembali, berduka, aktris, park, soo, ryun, meninggal, dunia, hari, ini, di, usia, tahun];[dunia, hiburan, kpop, kembali, berduka, aktris, park, soo, ryun, meninggal, dunia, hari, ini, di, usia, tahun];[dunia, hiburan, kpop, berduka, aktris, park, soo, ryun, meninggal, dunia, usia, tahun];[dunia, hibur, kpop, duka, aktris, park, soo, ryun, tinggal, dunia, usia, tahun];negatif
sudah saat nya ak rbuy pc dan segala macem pernak pernik kpop mau focus nabung buat sebong takut ga bisa ketemuuuuuuuu;[sudah, saat, nya, ak, rbuy, pc, dan, segala, macem, pernak, pernik, kpop, mau, focus, nabung, buat, sebong, takut, ga, bisa, ketemuuuuuuuu];[sudah, saat, nya, aku, rbuy, pc, dan, segala, macam, pernak, pernik, kpop, mau, focus, nabung, buat, sebong, takut, enggak, bisa, ketemu];[rbuy, pc, pernak, pernik, kpop, focus, nabung, sebong, takut, ketemu];[rbuy, pc, pernak, pernik, kpop, focus, nabung, sebong, takut, ketemu];positif
permisi grup kpop penguasa di daratan china mau lewat belum jam udh pecahkan rekor sana sini di china ini nih yg susah bgi agency lepas exo market china yg besar dan paling menguntungkan dikuasai exo ayo interfans jgn mau kalah dri cexols;[permisi, grup, kpop, penguasa, di, daratan, china, mau, lewat, belum, jam, udh, pecahkan, rekor, sana, sini, di, china, ini, nih, yg, susah, bgi, agency, lepas, exo, market, china, yg, besar, dan, paling, menguntungkan, dikuasai, exo, ayo, interfans, jgn, mau, kalah, dri, cexols];[permisi, grup, kpop, penguasa, di, daratan, china, mau, lewat, belum, jam, sudah, pecahkan, rekor, sana, sini, di, china, ini, nih, yang, susah, bagi, agency, lepas, exo, market, china, yang, besar, dan, paling, menguntungkan, dikuasai, exo, ayo, interfans, jangan, mau, kalah, dari, cexols];[permisi, grup, kpop, penguasa, daratan, china, lewat, belum, jam, pecahkan, rekor, china, susah, agency, lepas, exo, market, china, menguntungkan, dikuasai, exo, ayo, interfans, kalah, cexols];[permisi, grup, kpop, kuasa, darat, china, lewat, belum, jam, pecah, rekor, china, susah, agency, lepas, exo, market, china, untung, kuasa, exo, ayo, interfans, kalah, cexols];netral
jadi inget bene smstore yang glitch mode kalo gak salah yang satu gokpop merch jualan gt banyak bgt pc benernya yang damage abis sampe nekuk karena di amburin gitu aja naro nya;[jadi, inget, bene, smstore, yang, glitch, mode, kalo, gak, salah, yang, satu, gokpop, merch, jualan, gt, banyak, bgt, pc, benernya, yang, damage, abis, sampe, nekuk, karena, di, amburin, gitu, aja, naro, nya];[jadi, ingat, bene, smstore, yang, glitch, mode, kalau, enggak, salah, yang, satu, gokpop, merch, jualan, begitu, banyak, banget, pc, benernya, yang, damage, habis, sampai, nekuk, karena, di, amburin, begitu, saja, naro, nya];[bene, smstore, glitch, mode, kalau, salah, gokpop, merch, jualan, banget, pc, benernya, damage, habis, nekuk, amburin, naro, nya];[bene, smstore, glitch, mode, kalau, salah, gokpop, merch, jual, banget, pc, benernya, damage, habis, nekuk, amburin, naro, nya];negatif
